name,place_id,address,county,lat,lng,website,phone,rating,reviews_count,photo_ref,types,summary,reviews_text
Naturally Sauna,ChIJkWabraP1REgR2RcN71f4QxU,"Kilmacsimon, Co. Cork, P72 KW58, Ireland",Cork,51.7322217,-8.634466399999999,https://naturallysauna.com/,086 772 1444,5.0,7.0,AcnlKN0hBfrdCiRFMMN3Baf1Kt8yGzMP4BlEdXPHlUqy66XS8S6N_gEN8igeR4bOoGkRhUvW1v9JYESaoveDU9HZ5U2eaj_FWip63QjVAEDZBLJmNNXDSw6L3LmmIqo3670ptUmCtyEdbs9xlq-IkdL6IRDLjETrIR8Wo9mq3cOg5rOEDdfQA9fju978dDniX6Ja5whZepw6wrSH7AV1x2f8PcuxteKqf-mQV4VuWRSuy7fnZrG8Xh-4U8S_Wd-ldnTcAsd9Sz4ZzeqXbOj-4lu3U_FVXE1lr8-aZXIch68S6FR-dQ,,,"Fantastic hot/cold therapy experience with sauna, ice baths and a hot tub in the beautiful peaceful surroundings of Kilmacsimon House. Guided throughout by Colin who was extremely knowledgeable on the benefits, history and mythology behind the various treatments. Absolutely loved it and will be back! || As the original Saunaman of Cork County, I pronounce this fantastic spot to be a proper health retreat 😀.   Stainless steel is way to go for hygiene in dip barrels. Completely new level. I would add here a shed with infrared sauna as well then it be perfect. || As a doctor, I can guarantee the staff here are very knowledgeable about the human body. They also explained how the spa treatment works on the body more than anyone ever did for me in medical school.

Came here after hiking Mt. Carrountoohill and felt no pain whatsoever in my body after doing the lactic flush.

Highly recommend to come here after any hike to recover and have a fantastic time! || I came here last week, as a regular sauna and swim user I was curious to see what this retreat centre had to offer. I was genuinely blown away by the location, the facilities and with Paul’s friendly and professional demeanour. The experience was unlike anything I’ve experienced from a regular swim and sauna thus far. It lasted 2.5 hours and I felt completely relaxed and renewed afterwards. I met very similar, likeminded people and had great fun getting to know them. There were also snacks, skin oils and a relaxation tent to rest in before going back to the real world. I highly recommend checking this out if you’re interested in the benefits of saunas and contract heat therapy. Thanks again to everyone! || Fantastic day, started with incredible breathwork and sound therapy that enabled significant healing, followed by sauna and ice bath therapy. The Ayurvedic lunch was so generous and delicious. Can't wait for the next one."
Saunas Cork,ChIJDcPvRZhvQ0gRVbwX8bHL6Wk,"Youghal Rd, Killeagh Gardens, Killeagh, Co. Cork, P36 RK30, Ireland",Cork,51.9422929,-7.990382500000001,https://saunascork.ie/,086 196 1712,,,AcnlKN0wAxerEau45Vx4XGgewcFLAPpcDI_QEHkffm5mt9vRqvs_XzILMG7Oqhxj-910l0EsJiLeKnGDef6jNoMdJUrIOCMedc2kLZWvSyvvDh9uIMqpUJRH1iGkpG4g3djQu2qSLNO5QEdXsarEumcfjTutu4eIrFErvk3HQVzQx1YHy92TaDRW7cL1sU5_W1Dnp4C5_t8W-dt3wX9WzzNDDemdAsqYc3dcDb9bwhNLcTve2_lcF2v3_0rI1tw5vxdOcxz_gNZfFIIyRFih2wOaSawJN5jdAVYemagC2ysAHUmroQ,,,
The Spa at Kingsley,ChIJn8d2GsSRREgRdGTUfUvk5ac,"Carrigrohane Rd, Sunday's Well, Cork, T12 P680, Ireland",Cork,51.89361510000001,-8.5084193,,,5.0,3.0,,,,"Fabulous day at the spa today. Checked in 90mins early to enjoy the thermal pool overlooking the River Lee, the sauna, steam room, jacuzzi, and thermal suite. The thermal suite includes a lavender steam room, lemongrass steam room, Turkish steam room, another sauna (Finnish), salt therapy room, another jacuzzi, and an infrared room. So much choice! My therapist, Kassey, collected me from the thermal suite and I had a bamboo full body massage for an hour, before light refreshments and another chance at the thermal suite for infrared light on my tired legs. Fantastic service from the whole team. Thanks to Kassey for her time, effort, and friendly nature. True professionals and a brilliant facility. We'll be back! 😁 || I had a really lovely time at the Kingleys spa. Right from the moment I arrived at the front desk, Stephanie showed me how to use the lockers and they already contained my size flip flops and robe. When I was ready she brought me down to the spa and showed me all the facilities. I also got a hot towel, fruit shot and aroma bracelet. The facilities were really nice and clean. There was a good variety and it wasn’t too crowded so you could enjoy everything without stress. Carol was the therapist who did my treatment. She was very good, it was really relaxing and she was very helpful and friendly. I got the rainforest treatment which included an exfoliation, wrap and massage. The refreshments and relaxation area were lovely. Really enjoyed the whole experience. Everything was well sanitised and it never felt like you were too close to others. All therapists wearing masks. My only complaint is the group of women who were talking and laughing very loudly non-stop in all of the relaxation areas. The quiet rule should be enforced better. || Had a most wonderful  experience  at the spa last Monday afternoon. Daria was my therapist, she was amazing & so professional . Highly recommend."
Wet and Wild Sauna,ChIJAdUAMwCFRUgROQc9TVII50o,"Ballynaule, Galley Cove, Co. Cork, Ireland",Cork,51.4616331,-9.743759599999999,http://www.wetwildtours.com/,,,,AcnlKN2Bndds6kJwoldNP2o2sby2MXaPJJjS6fTb-U0EDEFb0oJsP3Tb48GR5vwgvUH7LtyCEviLVwdxfT1fYZOJZgFgu6tOGi9b-EVje-zZ4yPeANv87yDLb5ahA3OAprJ4Sb-f_1WhtW2O37xKovBw-WQguHo5_al8RvUDc7LL0jDAu0Z5l3vzQ6i3JYABQrMsvZ4egLx94L6U0cTmDrZSUkKKBg6FN02p1qkMq3ac1YCgCBgDLxVPoWAInoPBzB7BROiOMoB7DVBQljxR6zN0KfA5BSowxhKzZuj0-DbstVPwHapHPC2Z5ioO7GI62qlAHY8eOPTGmfcEsH4EdbDhcYyytECUedyH2oimwc8R5G1S-iF56CGsb_f9pL8UCnWu_zEDL7IZSmxnrKqsBDXFUmmlZcI5pm50Np8dtKWuEB7W2NyC7Fb5ty75hz06cnDn,,,
Woodlands Sauna and Wellness,ChIJBbr_eACHREgRHrgE8FnpPM4,"Woodlands, Commeen, Carrigaline, Co. Cork, Ireland",Cork,51.8001415,-8.393518799999999,,,,,,,,
Planet Health Club,ChIJWe8TxGSQREgR_eIbQzwenRQ,"Old Mallow Rd, Blackpool, Cork, T23 NR4R, Ireland",Cork,51.9211291,-8.4792206,http://planethealthcork.ie/,(021) 430 0888,4.3,259.0,AcnlKN0BE1o5LIwOg-DI6nMG907jSIyO_8ZC-3q1kgavcWSKKu5CzQ0GbVAp2LF0XpmPNlEeFv7AIX-9OMXLB66OeDyIyvQVSkOr76uxH8Vvc8f8PNL3P7EUnE2OeXVIHEcl-LbhQsSp3dNUlyYh5W8wypuwB61LFG8QpxCNsNbVtGqpWtfVa2R3dHRkF9k_XBW9LqABlwAP2BIoRoN58QN5sn3o677IhnKVjNkCbFI2al-IXKkrk2XLkXxsIJinSJJKmONVnm1mMGJw6iagHgoBENn7IODuj4dbk5rHCoszg4vdHQ,,,"Good gym with lots of equipment. Gym very dated though and dressing rooms definitely need work. Music is far too loud as most people use their own headphones. Also no one follows the rules. People are always shaving in the men’s dressing rooms which is disgusting. Don’t wear footwear in saunas etc. Always putting those smelly oils in the sauna which I hate. Not wiping down machines. Staff do nothing to stop any of this. Definitely needs an app as well to book classes. Most other gyms have this now. Overall it’s really slipping behind other more modern facilities || Equipment itself was good however wouldn’t recommend this place to anyone looking for just a single months membership. I got a membership here as I travel for work and it was convenient, I signed up then instantly filled out a cancellation form as they recommended however I have been charged for another month and they are ignoring all my emails and instagram messages I’ve sent through (4 and counting) shocking behaviour. || Pretty decent gym & swimming pool, the facilities and management could definitely be improved though.

The main focus seems to be on the gym there, which has 4 huge rooms full of equipment. There's also a separate ladies gym.
As a casual gym-goer, I find that there's a great selection of cardio machines, strength training machines, and loads of free weights. The gym is usually pretty busy during peak times, but you'll always be able to find a spot somewhere.
There's also 2 studios for classes, which can be also be used while there's no classes ongoing.

The pool is grand. It does the job. It's 15m and there's no deep / shallow end, it's all the same depth. There's also a sauna and steam room. There are much better and bigger pools around though, so if you're only wanting to join for the pool, I would consider other options.
The changing rooms, I think, are the biggest downfall. They could definitely be improved. They are open plan, which is fine I guess, but as a very self conscious person, it makes me uncomfortable. There also doesn't seem to be any consideration for gender non-conforming people, as there's only male or female.
There are lockers but you need to bring a lock yourself for them, which is pretty standard. Many of the lockers are broken though, so there's no way to lock them. Generally I've been able to find an available, not broken one though.
The showers leave a lot to be desired. They have frosted glass swinging doors, kind of like a saloon door, but they don't meet fully in the middle so you do feel kind of exposed. I've started hanging my towel spread out completely over it for a bit more privacy, but that doesn't feel very hygienic. There is a basket to put shampoo, etc into, but I haven't seen any hooks to hang things on, which would be nice to have. They have also smelled pretty bad a few times I've been there.
The hairdryers are also, unfortunately very bad. There doesn't seem to be any high power setting so it would take hours to dry your hair completely.

Initially I went down there and asked it I could do a trial run before committing to a membership. Was told they don't do that, and they don't do guest passes so the only options are to sign up immediately (and I believe commit to paying at least 3 months before you can cancel, but I can't quite remember because you don't get any copy of everything you signed) or go elsewhere. They gave me a quick tour of the place though.
So I signed up for a membership because it's within walking distance for me and has basically what I need.
While filling out the forms, I ticked the box to say that I would like to have a gym orientation. According to their website all memberships include ""personalized programs"", but I told them I'd just like to be shown how to use a few of the machines to get started and get a feel for the place and I might look for a specific program later. Was told to come back on 'x' day at 'y' time for it. Grand. Showed up at the specified date and time and they had no idea what I was talking about and didn't have me booked in for anything and had no one there to do an orientation. The lad at reception just gave me (another) tour of the gym, but he was at least very nice about it. || Great place to push your body to the limits. Best hours to train are 6-11am and  8:30-10pm as place is not as crowded. Good selection of machines and free weights. || Absolute disgrace 6 weeks waiting for steam room to be fixed people having to queue for the sauna"
Maryborough Hotel & Spa,ChIJoVxhgD-FREgR-SRt5UqYKak,"Maryborough Hill, Douglas, Cork, Ireland",Cork,51.8737211,-8.4203092,https://www.maryborough.com/?utm_source=mybusiness&utm_medium=organic,(021) 436 5555,4.5,1557.0,AcnlKN30SqKvgMxJjXnuIaBWAttWnGY5Wd2oyhKq-MAiTxiW4Ax5nUpKJyLD5eabL3LqBMmh_F2ddRZFh49uQy0PGlJpe8alGPsf06owE51bWZ8H5R2eKCPYWXiehp_cdnIHnyEMCuZ9e7oT7w8ddb6B530AA511ScVq_4cNYiGIamRozSSrG61URNIVBS7hsyHRtzYzKwINLfejd_CGjRgZO-p7A5R1NtYi5CdRBuVypl31-ZbJAlWYcOtAafY3taxPwBa3aOGJXLI8HcnfO38oZCRSHHh4LH1IdTdzNfINjr_ZvQ,,"Elegant lodging with a spa, an indoor pool and an upscale restaurant, plus free Wi-Fi.","Stayed here for a one night getaway with my husband with spa, 4 course dinner and breakfast. Loved the spa's thermal suites, and the hotel. It was a proper hotel where they still provided slippers, robe and the little toiletries. I have missed those in my recent travels.
The food at the restaurant was amazing and the service was awesome. We got on with the service manager Kieran (sorry if I spelled his name incorrectly) and he was so easy to talk to and a really nice fellow.
Would 100% recommend this hotel for a romantic getaway. You won't be disappointed. || I recently stayed at The Maryborough Hotel & Spa in Cork, and it was pleasant from start to finish. Nestled in the leafy Douglas area, the hotel perfectly balances comfort with easy access to the city. The old Georgian manor house and gardens all decked out with Christmas 🎄 trees and lights create a stunning backdrop that immediately sets a relaxing tone.

The staff on the whole were consistently warm, attentive, and professional nothing ever felt like too much trouble. From the Spa to the restaurant team, everyone went out of their way to make the stay feel special.

Dining at Bellini’s Restaurant was a highlight. The food was beautifully presented and full of flavor, with excellent options for all dietary preferences.

Breakfast was equally impressive, offering both hearty Irish classics and lighter choices.

The ESPA spa and leisure facilities are world-class. The thermal suite, pool, and treatments provided the perfect escape, and the health club’s narrow indoor pool was a bonus.

Whether you’re visiting for business or a romantic getaway, the hotel caters to every occasion with style and charm.

Overall, The Maryborough is a luxurious yet welcoming, historic hotel.

I left feeling refreshed due to the insanely comfy bed and pillows and already planning my return. I Highly recommended for anyone seeking a memorable stay in Cork. || This is a 2 star hotel with a 4 star reception area. Very disappointed with the Maryborough from the moment we left the reception area. The entire hotel is just run down. The rooms where very gruby with handprints, chips and paint splatter on the walls (see photos). Some of the light switches just didn't work either. The switch for the reading light didn't work on my side but did on my partners. As you can see in the pics, very amateur wiring done on the back of the headboard. Our room was headboard to headboard with the adjacent room which must also have had the same botch job done of sealing the wall as we could hear every word that was said in the other room.

Spa was what really drove me to write this review. Very very unkept, not dirty, just unkept. Thermal room had a plastic bag and 2 cups floating in the water which I had to bin. The whole time we waited for our treatments not one member of staff came in to do a check, or clean. Relaxation beds were broken and gruby.

The service in general was very very poor. Breakfast has a set menu but good luck getting anyone to take your order, and god forbid you ask for something additional because you will be in for a long wait. Staff write down your order and just never come back. Simple things like ""can I get ketchup"" just don't happen until the 4th time asking. Overall the staff were rude and unhelpful, not making room to move in the bar, or restaurant just barging passed because what they are doing is very important. They aren't very welcoming either. If you're unhappy working over new years get another job. || Lovely people lovely place.
Two nights here in the pouring rain as storm Bram approaches.  We have eaten lunch in the bar, it was very good, seafood chowder then fish and chips.
Breakfast, great choices on offer, I had a very rich omelette, coffee great, atmosphere relaxed for a Sunday.
The room, large warm as is the bed.
Great weekend getaway. || This hotel was beautiful!  The location was perfect - just outside of town for easy access, and peaceful.  The breakfast that was included was delicious and the staff were very helpful and kind.  Oh and the beds and pillows were so comfortable!  We would definitely stay here again if we are ever in the area!"
Atlanticway Sauna,ChIJHfIrQkiDREgRpwJ8eRLqmBg,"DePuy Synthes, stop 245471, Ringaskiddy, Co. Cork, Ireland",Cork,51.823672,-8.303693299999999,https://atlanticwaysauna.as.me/schedule/b3ea39ce,,4.6,159.0,AcnlKN2KuRt74uH0YjtKKcTkYB3mpTfcwsTmpEMybUZEgmFR1bvQRg_E4e-qlq1O3dZPyppdQ3IIWJMBJHgEHuR0XqtMFaa8Oqse3fLDG3QChCd9zxED7iBlm4Yx2CI8QNjPNrFMqcaqImigTmuI6kyNPVNjPfwstKWH1MJLepVUe4xbPTFJdWsh9GQ7ON-OTHOjPfPOKAexcqdtsPrNNt-djtA3XMg3QHFDfO5xEPiqCzl42qAr25NfhRumCz26DjUZ1E4ilmgjVYMrHUxpUj0rFfCUEZG_K1-PHty8SjQ6dAt6cwenz2Go29-EWlxbt5arZ6hf3ZWBoFANfB6eSWg6dXU61WPyeJ-Unbp6X0xwXKc2oPn50e8oYo4gwJXrzEY585Dd8L-t8XWX_xTCh0AoFgMvPl1LlwbWICSqhwwQlXmkpQ,,,"A hidden gem! Crystal-clear blue water, soft white sand, and a peaceful atmosphere — exactly what I needed to relax and recharge. The beach is small, not crowded (especially at the end of the week), and perfect for quiet moments. No loud tourists, just the sound of waves and nature. Beautiful, simple, and calming. Highly recommended for anyone looking to escape the noise and enjoy pure serenity. || What a lovely little hidden gem in amongst some large multinational companies. The access to this beach is almost through a business park. We were relatively early on a bank holiday so there wasn't much crowds, just gorgeous doggos 🐶
It's a calm beach but may require aqua shoes if going for a swim. Found lots of sharp shells along the shore. My only disappointment was that there wasn't a single bin provided by the council. There was so much of rubbish flying around, it was heartbreaking. Not a bad spot for bird watching too! || Nice long sandy beach in Ringaskiddy. Next to factory there is a concrete walkway, to the beach.
Lot of shell all over although nice sandy shore. In april it is windy, but in the summer it is the perfect family beach. Dogs also enjoying beach.😊 || Really nice place, quiet and clean beach..
Not too far from the city...
One of not so well known beach in Cork.
Only problem is not enough parking place, otherwise it would deserve 5 star || U might need a car to get here. There isn't a huge parking. It's a nice place to walk your dogs who enjoys the water. Visited there on a cloudy weather and was quite windy, so it was cold. Surely though, people will enjoy this beach if it was a nice sunny weather. Sand was very fine, so wear Ur slippers. There's 2 wind mills nearby which is a great feature. There's a lot of shells near the water. Thing tho is, the portable toilet stinks. Otherwise, it's free and u can still enjoy nature by the beach"
District Health & Leisure,ChIJsWqGL-6bREgRtyoheyt5Dks,"Tivoli, Silversprings, Co. Cork, T23 52DH, Ireland",Cork,51.9062811,-8.4220895,http://www.district.ie/,(021) 475 7717,4.4,287.0,AcnlKN0j6KkI5WaK3sQn1hl7zkWTbCdrorc9ull5iGv7EnwZi6zMKnz_5XmQiWLNCn0f-AJbl5JjG-aBTtSpWHyamH8l57AaX03KSNd7iOtKlvdFA_SzAnoE_Lpy_-Cu_Hqz1PeUnkE1-WXN42NtBPSILVDq2Zzg_j4Z4UWshGE_fODOJOhJ5nl8ejsDMS9wNRNJDRsys8KQVlZQYH3R7vocszzsX3i-IUC469XtPzLyG_PpuktKoHFZb0j_wCOOyLJyh64MNMi5bkTUV9wOy3SymGZAvF7CwnOZe4CSNFKbZR7hQw,,,"I found learning to swim as an adult quite difficult. You must be determined and practicing between lessons will help.
So here's my advise, take a series of one-to-one lessons with Giada. She's just brilliant.
I previously took 6 group and 2 one-to-one lessons at a different pool but still out of breath after a few strokes.
Giada identified my specific errors and explained/demonstrated how to rectify them. After the 6 lessons I'm now very confident in the pool and capable of swimming full
lengths. || My 11 month old son has been attending baby swimming classes at District for the last 7 months.  He loves it, the swimming instructor is excellent with all the babies & makes each session fun.
The changing room facilities are ideal for mom & baby, there is a little play pen so mommy can get dressed.

The complex is amazing. It is a fantastic gym, with many classes, there are squash courts, tennis courts & a lot more.

I dealt with a lady called Catherine a lot, she is friendly & very helpful. || Brilliant gym with very friendly reception staff . Been a member for the last few months having previously been with dennehys . While district is more expensive you do get what you pay for imo . Plenty of machines & everything is well serviced . Not too busy around lunch time which is when I go . I would prefer if there was an option for a gym only membership as I've never used the pool facilities . || Ive been part of District health and leisure since 2021. The staff are all as helpful as each other and nothing is ever a problem for them. The facilities are clean and up to date. Both gym floors and equipment are fantastic,  the pool is excellent with a sauna. Changing rooms always clean and fresh. || District is a fantastic Gym, facilities are excellent, several different areas to work out, and an extensive range of classes. Staff are so friendly and go above and beyond to help. Always willing to modify exercises in a class to facilitate any injury I have had. The facility is spotless. I have been a member for years, it's a very friendly gym and I  would highly recommend."
Wild Hideaways Eco Spa Retreat,ChIJ7YEndnIJRUgRKkYqd-mFCuQ,"Wild Hideaways, Laharanshermeen, Bantry, Co. Cork, P75 P599, Ireland",Cork,51.7317225,-9.3535664,http://www.wildhideaways.ie/,087 212 1675,5.0,193.0,AcnlKN10HKO_xfD6QMXTI5qVK9otxtJDuU_LecNEFSbXHzhVFuHcvOCBA3Z2nXqkr3UcLfM3Nwi6KDvkvKJXOAP26BoSK57uetxAPANtKOobzqwQ9cg3UZ-4V0IC-GxTjpCQZOgyHZLMIo-CBaRx1MiDBdhEYaXp7H8zyJMeSErOugvzw2uP_s52p5sB4F39nwaMJl42VxwYbZlqE6uRyWNUQh4RhDGqZsL-GCiPkQ5uCMimopNmifHGQaEFstvUURh8wWMYB71v9RJiq_6mmkfKbCNzzc_WLE0pwz5EvE0ngur8pw,,,"Stunning location and cabin, a little slice of heaven. So warm and cosy, the bed is huge and super comfortable. The smell from the diffuser was devine, the treats were a lovely extra touch. The seaweed bath and sauna were so relaxing, we completely unwinded. To top it off it is doggie friendly, our little cockapoo had the best time. Couldn’t recommend more, we will 100% be back. || We are just back from a wonderful weekend at Wild Hideaways. The lodges are stunning and so cozy. It’s so quiet and relaxing here and we had lovely walks with our dog Bruce who’s loved it here. We went for the Relax package which gave us delicious scones on arrival which was needed after our long drive. We had the Antipasti platter for dinner which was incredible, highly recommend. The next day we had a great wonderful Irish breakfast and pizzas that night, these were also fab. We used the sauna and then when the rain finally died down we lit the fire pit which was amazing. They have everything you need and have thought of everything. || Location deserves six stars! It’s an incredible setting with an awe-inspiring view. Opening your curtains in the morning is pretty special. We loved the sauna and cold plunge too. The perfect place to spend an evening - and would have stayed longer if we’d had the time. Beautiful. || We haven't had a holiday in awhile and decided to treat ourselves to a 2 night stay at Wild Hideaways. We were the only guests on the compound as it was during the off peak season and on a weekday. The views were stunning, so serene and peaceful! We were so spoilt waking up in the mornings with the lovely view through the huge glass window. The alfresco bath was so relaxing and at night, we saw so many stars and even a few shootings stars! The amenities in the lodge were great. We ordered the dinner for 2 and it was amazing! The best part of it all was that we had Charlie our golden retriever with us :) We really did not want to leave! Highly recommend and will definitely stay again! || This is an absolutely fantastic little hideaway to get away from the hustle and bustle. Comfortable beds, tidy equipped kitchen and cosy. It was during a stormy week I stayed so unfortunately didn't get to make full use of the area but that didn't take away from my enjoyment and relaxation one bit. I would definitely stay here again."
Zero Gravity Float Cork,ChIJWayJjueRREgR2Ptj2W0dEl8,"Edenhall, Model Farm Rd, Cork, T12 A9XE, Ireland",Cork,51.8903763,-8.5388479,https://zerogravityfloat.ie/,(021) 485 6748,5.0,184.0,AcnlKN0f3wJjm3s2xl4qqgjqJ8sWXNyJcqDo3q7hJwngtLBiWK2WYbaWTxFMlx3hL96EBUrOU6_yae3Da_qetHo4HNEn0CO65P1WkDDBSsdq682ZoI_f-bkQzIJvkYvfiHHb0l0ujWqQEUNljILOVqN03Fp38XR_dIu3Z4yQs5qeqFz-yb4kmymOyS3Osv1cNPOql25QRUMwtlrxXIGuhz3Wzmn-eeUbDMrmb-YQHbu_RMyT3bTAa6cuLFjuzOeOAGdhAXdeQsGQlNVXTLsBH1ljvkwPfVTJp_aRQPaoRCnaXEjB-w,,,"The float was excellent and very relaxing. Wali was really informative and friendly and put us at ease. My partner and I really enjoyed the ability to change and shower in our own room with no need to walk around in robes. The provided hair dryer is also super nice for these cold days so you don't walk around with wet hair. I would definitely go here again if I was back in Cork. || Relaxing sensory deprivation float followed by a wonderful massage . So relaxing and calming . I bought a package for 3 more floats and am looking at getting a monthly membership. Great facilities and library of books to read with a cup of tea afterwards  .  Parking outside || My wife and I did our first flotation therapy on December 20th. We were both a little apprehensive but the staff were so welcoming, and explained everything in detail. They really put us at ease and we had a fabulous experience. Highly recommend! || I have floated in the US and Germany, and I think the facilities and my experience at Zero Gravity is my favorite. I did the doubles room and not the pod, but everything was clean and well-appointed. The woman who worked there was very friendly and explained it all thoroughly.

If you completely give in to the experience and just let your mind wander, it can feel a bit like hallucinating. At first you may think, bwoa, how can I spend an hour in here? But the hour just warped by. I will be back! || Great experience and an amazing gift to receive. Judith gave a very warm welcome and took the time to explain everything for my first float. I really enjoyed it and the icing on the cake was the amazing massage from Ciara, who tailored the session on the spot to take care of my shoulder impingement. Worked wonders! The place was spotlessly clean with a lovely atmosphere and chill out area. Website is great as well, very easy for a last minute gift and they send a personalised gift card. Thank you, I'll be back!"
Zetland Pier,ChIJzSmCE451RUgRt_iqnNMpXOk,"Derreenacarrin, Co. Cork, Ireland",Cork,51.6953259,-9.598149500000002,,,4.7,97.0,AcnlKN2mtJVwp5Jh3lhbuZzsMosNOF_ZwbH1FHelzPYhjcxVtDUFOQznZiFuUNRaGq8efE2E0UQrDQW3g-S6fXqMzaK-92xng5IfkX6cASST7HotK5-gnLdhYv-FZ6rXrIN51C0MF2bN63FCm4Js6mmnvBPhep7LgwofrxaiZm95DtJbXDNHqyvOo-SNjCy3ImP091AreNsnV5KZ-BTCzqyknDvNGukE6407BaiZ6c0A6oRN_kYirZBKtb7MeMkIbk7fH8ae4Lh7bcgG51jtdSSy2fuD6GWEUc0Tc97le1TCNfruvl1JkoYUfMeoPUARNAkI9W7gXmutf_RMm0rQf6tkMMFPjuc9eQjnxd0G7_4jZJzs8hkamNR-ygfdoraviTSmeP_w-dsWuDlDspoX3c8pjVaZhDJSV_FN5vlZXSeJVytITw,,,"What a gorgeous little cove and sandy beach. It truly was a hidden gem and finding a sandy beach in the area is tough. While the small beach was excellent getting there could be tricky if you have mobility issues as the path there was very overgrown. Water was crystal clear and quite warm. || Superb pier and swimming. The path to the right leading to small coves is overgrown. Eady ladder into the sea from the pier.
A total surprise yo find a mobile sauna on the pier, apparently they're a 'ting' around these parts. Research West Cork Sauna for venues, times and booking. || Beautiful place, there are coves with clear water you can go swim.
At the pier, facing the water, if you go to the right, after a few meters you can see a path, there's a gate, lead to different coves .
Try walk all the paths as there are different spots you can swim. || Amazing spot for a swim, with clear water and not much seaweed.
When the tide is in you can even jump off the end of the pier.

There is an unofficial one way system when driving down, the way dowm starts by a house on the main road and the way back passes the quarry. || According to some people it doesn't exist as a name or as a place, because no Irish words begin with a Z. So Zetland Pier apparently is not a place it is a ""ting""! In my opinion it's one of the best places to go swimming in all of Eire."
The Beautique Spa in Hayfield Manor,ChIJ59ZFBiSQREgR9H3MTF_aXeM,"Perrott Ave, College Rd, The Lough, Cork, T12 HT97, Ireland",Cork,51.8911412,-8.4902812,https://www.hayfieldmanor.ie/the-beautique-spa-cork?utm_source=mybusinessSpa&utm_medium=organic,(021) 484 5929,4.9,10.0,AcnlKN2Uc86hc0NhCqpllPjVDBsdiLj_nXeGMU7hP5m102x2Ibyp-NbuOocL3IjKxxSlS7giLe1hN8zJYTFovtUiCxkqwINZPjWJmhf7e4lz2WVCNJsajlIDdKkcuzNgDiCIpoiTzJ-3AhkeJoA953WqftE9tZIwIWAvvuHP3ehvwyy1JiAD9WBpGLajMubZtux-tEQBFxcnYlzgE1GjeCjFqmNxxJlgzZe6ud2wtazLbxxAxENTXEBfGoPh-ZPoHC7SZqJZR1ZSY0l1vq21Hw6pQZydXX_XM-zM4zvgU9puGhs,,,"I had an amazing spa day with my friend, with a full body massage, the pool area, steaming room and jacuzzi were delightful, not even mentioning the relaxing room which was lovely with tea and sorbet. We both are completely relaxed, Thank you to Karen and Laura which were beyond talented, gentle and kind. We both feel 10 pounds lighter. Daria at the reception of the hotel was lovely too. The receptionist at the Spa was very nice as well. I will come again, truly recommend it || I had the absolute pleasure of spending the day before my wedding at the Hayfield Manor Spa with my Mom, Maid of Honour, and Man of Honour. From the moment we arrived, until we finally made our way out of the relaxation room, we were completely looked after with the highest level of hospitality. I can't thank Spa Manager Sarah enough for being so gracious and adding all the lovely touches that really made our experience extra special! I cannot recommend this Spa enough to all brides- to- be, our experience there was the absolute best way to spend the day before the big day! Thanks again to Sarah and all of the amazing massage therapists at the Hayfield Manor Spa! || Beautiful treatment by Karen , great therapist feel great after a full body massage by her.
Lovely pool and steam room also the manager Sarah is very welcoming and super helpful.
Looking forward to returning. || I visited Boutique Spa in Hayfield Manor twice now and both times I was extremely happy with everything. The therapist, Rachel, addressed concerns I had in relation to my skin and recommended a treatment that left my skin feeling fresh, plumped and tightened up. The whole experience including a head and arm massage was so relaxing. What I really like about this Spa in particular is that they use a range of Elemis products which I find very good and the effects last for a long time. I felt 10 years younger! The hotel itself is stunning and located on the beautiful grounds with a lot of greenery, which creates a nice setting from the moment you step in, followed by a very relaxing atmosphere and beautiful smell in the spa itself. I wholeheartedly recommend this spa and therapist Rachel. Thank you so much for a great experience and taking care of my skin! || I had a lovely experience at the Beautique spa today. Karen, my therapist, was exceptional. She had a beautiful, calm energy that resonated throughout the treatment and her technique was impeccable. I highly recommend the bespoke treatment, it is an excellent way to spend 90 minutes at this brilliant estate!"
