name,place_id,address,lat,lng,website,phone,rating,reviews_count,types,summary,reviews_text
Fad Saoil Saunas Clontarf,ChIJ-yUoKgAPZ0gRSKuiMf9KTIU,"Castle Ave, Clontarf East, Dublin, Ireland",53.3674189,-6.2062035,http://www.fadsaoilsaunas.com/,,4.8,33.0,"establishment, health, point_of_interest, spa",,"Perfect Relaxation Spot
Absolutely loved my visit! The saunas were clean and perfectly heated. The staff were friendly and made me feel welcome from the start. I left feeling totally refreshed and will definitely be coming back! || Kept really hot which is good. Single person inflatable ice baths x 2, nice and cold, about 5 degrees. Cold showers too. Emmet and other staff are very friendly. Easy to book; several package options.  Free car parking in the rugby/cricket club, except before 8pm on Fridays in summertime. || Spent a highly enjoyable morning here with a few friends in Fad Saoil Clontarf. The sauna was amazing and stayed extremely hot even with people coming and going. The ice baths were freezing and set me up energised for the day. The loyll was also a nice touch in the sauna. 🙌 || Nice spot and very nice staff, although equipments could be better.
Also, no way to reach the business. I sent multiple emails to ask about lost items left with no response to date. I am glad I didn't forget my passport and had to fly. || The best Sauna I’ve been to in north Dublin and so hot. The ice baths are so clean. All the staff are lovely a lad called Emmet really helped us out would defo recommend!!"
Urban Sauna Co,ChIJDXdZjwxdZ0gRXQN4Xiyl3HA,"MDL Grounds, Trim Rd, Philpotstown, Navan, Co. Meath, C15 AK5V, Ireland",53.62130819999999,-6.6887748,https://www.urbansaunaco.com/,085 844 5737,5.0,111.0,"establishment, health, point_of_interest, spa",,"Great facility! The sauna was very clean and well-maintained. It was a comfortable and enjoyable escape . Absolutely loved it! My muscles felt so loose and I walked out feeling revitalized. Five stars—I'll be back soon! || Gorgeous sauna and cold plunges. Great changing rooms with 2 privacy cubicles, toiletries and lots of space. Brilliant value for money, especially off peak times and a really lovely experience, highly recommend! || Brilliant spot to relax and recharge! The sauna is always at the perfect temp, and the cold plunge is great. Very clean, chill atmosphere, and really friendly staff. Can’t recommend it enough! || I had an amazing experience at this sauna and cold plunge facility.

The space is exceptionally clean and beautifully maintained, creating the perfect environment to unwind and recharge. The sauna was soothing and the cold plunge invigorating.. a fantastic combination for both body and mind.

What truly sets this place apart is the staff and how easy it is to book. They were incredibly friendly, welcoming, and attentive throughout my visit, making the whole experience even more enjoyable.

Highly recommend for anyone looking to relax, recover, or simply treat themselves to a bit of wellness! || Great sauna after a long day! And staff are lovely too, will deffo be back!"
Sauna In The City,ChIJzYxigLMPZ0gRhTRwvUOlmjo,"D2, 50 William St S, Dublin, D02 DE93, Ireland",53.34153389999999,-6.2627597,https://www.saunainthecity.com/,089 211 0376,5.0,2.0,"establishment, health, point_of_interest",,Great new idea for the city Center. Plenty of gyms without a jacuzzi or sauna congrats on all your successes . || Amazing 👏
The Spring Saunas,ChIJsUYwsVp1Z0gRz0QjEV-ebXc,"Coolmine, Saggart, Co. Dublin, D24 N282, Ireland",53.2702258,-6.4678217,https://thespringsaunas.ie/,,5.0,36.0,"establishment, health, point_of_interest, spa",,"Amazing place!! Sauna is great!! Jack is very welcoming person!! Thank you so much!! Will back very soon!! || I absolutely loved my stay! The staff were friendly and professional, and the service was outstanding. The outdoor sauna surrounded by nature was a dream — peaceful, clean, and beautifully designed. I left feeling completely relaxed and refreshed. Highly recommend!😊 || Im delighted that I decided  to try spring saunas. The place itself is amazing  and it feels like such a break away from everyday  life.  The lads working there are very helpful and really help you get the most from  your visit. || Had a lovely evening here facilities are great the natural pool is fantastic will 100% be back great to have a sauna in saggart finally || What a find!! Beautiful spot tucked away up the hills with amazing views of Dublin. The guys are all very chilled, enthusiastic and great fun. Sauna is absolutely spot on and fresh spring water is the perfect cold plunge. Will definitely be back."
Fad Saoil Saunas - Greystones,ChIJ_wi-_04HZ0gRTpeZMG3TVYU,"Marine Rd, Rathdown Lower, Greystones, Co. Wicklow, A63 V406, Ireland",53.14805399999999,-6.061806,https://www.fadsaoilsaunas.com/,083 209 3941,4.6,200.0,"establishment, health, point_of_interest, spa",,"A really nice location for a sauna, there's no denying that, but it's lacking a few basic bits that would bring it to the next level. First and foremost, there's no shower facilities, the only way to cool off is in the sea, and you cant have a proper wash when you're finished. Make sure to bring plenty of water with you as there is no tap.

At the same time, it's only €15 during peak hours, so that's very reasonable, and the lad working there didn't make you feel like he was watching the clock so that was nice too.

This one is very much about the location, and if manage to get a sunrise there you won't regret it. Plus there is loads of nice cafés etc within walking distance, and a little coffee and gelato place next door.

We really enjoyed the experience, and the sauna was nice and hot, with a few little improvements I think it would be hard to beat. || This was a wonderful sauna experience. I loved the sense of community that the staff are able to create. The employee ‘Sean’ was very helpful and gave great recommendations on where to eat in Greystones. I backed a bread41 pain au after. Incredibly enjoyable sauna with even better views of the sea (especially at sunrise 🤤). 10/10 would recommend. Ps see photo attached 😍😝 || Don’t talk to me until I’ve had my morning sauna 🧘‍♂️ 🔥 🐻. Always a 10/10 experience down at fad saoil. Toast yourself in the beautiful wood burning sauna, and immerse yourself in the Irish sea after to cool down 🌊. A delight to the senses each and every time. Jack and Ross are wonderful hosts! And don’t forget to pop into Rise cafe for your cup o’joe after! ☕️ 🤗 || Spacious sauna with an incredible view. Would recommend trying it at sunrise because the dips between sauna sessions were amazing. The staff were really welcoming and made the whole experience for us. Great coffee next door at Rise. We’ll be back soon! || I went for a sunrise sauna. Lovely view, atmosphere, and friendly staff. Would recommend to anyone looking to relax and reset. Spotless and perfectly clean sauna."
Velvære Spa,ChIJEWEcorMNZ0gRWyT6J4_Pwpc,"Le Pole Square, Chancery Ln, Dublin 8, D08 TFN2, Ireland",53.3413777,-6.268770399999999,https://velvaerespa.ie/,(01) 898 2929,5.0,548.0,"establishment, point_of_interest, spa",,"I had an incredibly relaxing experience at this spa! From the moment you walk in, you feel welcome. The facilities are top notch and everyone very friendly. Luna gave me an amazing scrub and massage. The tea and snack afterwards was such a nice addition. I cannot wait to go back again! || thank you velvaere for the perfect birthday treat. From start to finish it was a very pleasant experience. I got my facial done by the wonderful heather who had me so relaxed I feel asleep. I came out the place feeling so much lighter especially on my neck and shoulders. Overall I highly recommend. || AMAZING. I had Irene for a full body massage. I never usually go for a full body as I don’t always enjoy them but wow, every bit of me just melted, I felt so relaxed and loose after this treatment. The spa itself is so nice, we went and used the thermal spa first for an hour and we finished off there too, we were nearly 3 hours there just completely relaxing and switching off from outside world. Would 100% recommend. My husband was also in for. Massage and he rated it one of the best he has had. || An absolutely wonderful experience here today. The staff couldn’t have been more helpful and my massage was amazing! The thermal spa was much more than I expected and even has a pool! A really nice hidden gem in the city centre. Will be back and can’t recommend this spa enough. || Had an amazing experience at Velvaere Spa. We booked the Cosy Escape Package, and from the moment we arrived the staff went above and beyond to make our day extra special. The facilities are amazing and absolutely spotless. Luna gave me the most amazing back massage and followed with a great facial. I have acne prone skin so previous facials have resulted in breakouts from heavy creams and oils, but Luna did a thorough consultation and my skin felt amazing and super fresh afterwards with no irritation or clogged pores. She was truly amazing. Gillian was also so attentive and warm. This spa is such a hidden gem and I’ve been recommending it to everyone since, thank you again ladies!"
The Plunge,ChIJ-ZcvqwIJZ0gRlfhPblPyrDM,"Unit 4, Ashgrove Industrial Estate, Kill Ave, Dún Laoghaire, Dublin, A96 HP90, Ireland",53.2828543,-6.1527346,https://www.theplunge.ie/,087 614 5063,5.0,14.0,"establishment, health, point_of_interest, spa",,"A Hidden Gem in Dun Laoghaire

A Gorgeous New Sauna and Ice Bath Experience in Dun Laoghaire. The space is modern, spotless, and beautifully designed — clearly created with relaxation in mind.

The sauna itself is amazing, especially with the glass roof. We sat there watching the rain hit the roof — such a calm, almost magical experience. It’s the perfect place to switch off and unwind.

The ice baths were brilliant too — crisp, clean, and so refreshing after the heat of the sauna.

It’s such a lovely new addition to Dun Laoghaire — peaceful, rejuvenating, and a great spot for a bit of self-care. I left feeling completely relaxed and can’t wait to go back! || Such a lovely experience in a beautiful place. I’m delighted with this new sauna just beside Repose Yoga studio — the perfect combo after class. The shower is amazing too, it feels like standing under refreshing rain. || 10 stars.. best sauna in south dublin. Nice and private, great parking. || Highly recommend taking a visit to The Plunge. Whats not to like, perfect temperature in the sauna to fully relax & unwind followed by an ice bath to leave you feeling refreshed and energised. Great addition to the Gym. || Went today with my nephew lovely atmosphere and plunge pools lovely .thanks patrick very welcoming .love the dryer / spin for your togs nice touch we will be back"
Loyly Sauna,ChIJNaN-QdB1Z0gRuabT2px1F7U,"5 Old Belgard Rd, Tallaght, Dublin, D24 WD00, Ireland",53.297608,-6.3716598,https://www.loylysauna.co/,087 035 6077,5.0,1.0,"establishment, health, point_of_interest, spa",,"I had a great experience using the sauna here. It’s small, but everything is new and easy to use. I was lucky that there were only a few people there on Friday evening. The sauna is located in the paddle club, and if you’re a member, it only costs a few bob, for everyone else the price is 15€. The staff are friendly and helpful. The only thing I’d suggest is adding a hook and a lock in the changing room."
Unique Day Spa,ChIJE2uPVgsLZ0gRWip_wMXAlHk,"9A, Fashion City, Ballymount, Dublin 24, D24 H6EH, Ireland",53.3070882,-6.351073599999999,https://www.uniquedayspa.ie/,(01) 429 5749,4.9,2089.0,"establishment, point_of_interest, spa",,"Totally unasuming from the outside until you are greeted from the main door right up to main reception with style and every ounce of what you would want a Spa to look like. Offered us warm & cold refreshments while we waited. We treated ourselves to a couples Japanese Head Spa. The practitioners were very welcoming and walked us through the whole concept of what was going to happen. Everything was lovely and relaxing. The warm water bar was fab and totally eased the busy mind. The treatment was finished with a complimentary neck, shoulders, arm and hand massage. We got to see the after effects on our scalps and was a visible difference. Feeling relaxed and sqweaky clean. Great way to start the New Year with a treatment. They gave us a tour around the whole spa. Very impressive. Shall be back with girls, minus the husband 😅  Thank you || Soooo love this place. I’d consider myself a regular customer at this stage! Walk in the door & feels like you’ve been transported to somewhere special. Today, 90 min full body massage for me, followed by couples hot tub experience with himself. The room also includes a sauna & steam room. Decor is gorgeous & place is immaculately clean & maintained. Highly recommended! || We booked a “Unique Spa Day” in Dublin and it was by far the worst spa experience we have ever had. We paid over €300, and almost nothing worked.

The electricity was broken, the jacuzzi was not working, and the sauna was out of order. A spa without a functioning jacuzzi or sauna is simply unacceptable. The facilities were poorly maintained and the whole place felt chaotic and unprofessional.

To make matters worse, staff tried to charge us extra money on top of what we had already paid — despite the fact that the advertised services were not even available. There was no proper apology, no real attempt to fix the situation, and no compensation offered.

This was not relaxing, not luxurious, and absolutely not worth the money. It felt like a complete waste of time and honestly like a rip-off.

Do yourself a favor and stay far away from this place. Save your money and your nerves. || The atmosphere was warm, clean, and truly relaxing, exactly what I needed. The service was exceptional, with clear communication, great care, and a calming energy that makes you disconnect from the outside world.
I left feeling refreshed, lighter, and extremely satisfied. It’s definitely a place I would highly recommend and one I can’t wait to visit again… || We had a 60-minute couple body massage with my fiancé Ionut and had a wonderful experience. The reception was very welcoming, the staff was attentive, and the service was excellent. We were very satisfied and will definitely come back again. Highly recommended!"
Fire & Ice Recovery,ChIJe5PFIQAFZ0gRDLP3r5SV754,"Main St, Clongriffin, Dublin, Ireland",53.4022888,-6.1605984,http://www.fireandicerecovery.ie/,085 712 9624,5.0,33.0,"establishment, health, point_of_interest, spa",,"Had a great experience at Fire and Ice. Niall runs a great business very chatty and made feel very welcome. Place is spotless. Sauna, cold dip and warm bath all perfect for your experience.

Thanks Niall will definitely be calling back || Very good set up and friendly atmosphere!! Its clean and well kept with insisting on showering in between the sauna and ice bath which you don’t see in a lot of places. Very happy with my experience and look forward to coming back :) || If you haven’t tried Fire and Ice you need to start today, the set up is first class, if your a first timer or a regular you will feel right at home, everyone is so welcoming, fantastic little community, you will feel a million dollars after a session, what are you waiting for .. get your togs on and get in the ice || Went to Fire and Ice for the first time and it didn't disappoint! Niall is very welcoming and the place is very well-run. The perfect place to unwind and re-charge in a friendly atmosphere. Would highly recommend! || Very impressed. Very clean and insists on showering between sauna and cold plunge/ baths. Niall was really friendly and welcoming. 100% recommend for recovery."
Chillin Like A Villain,ChIJBVXOHF4PZ0gRH3K2adwWOZI,"Newtown Industrial estate, Coolock Dr, Priorswood, Dublin, Ireland",53.3976323,-6.190487699999999,https://chillinlikeavillian25.com/,085 252 7977,5.0,31.0,"establishment, health, point_of_interest, spa",,"This place is definitely worth a trip. Everything you need in a relaxed environment. Sauna and ice baths amazing. Spotless clean and a great welcome vibe. Well worth the price. || I've tried a lot of saunas and recovery areas around Dublin and this brings something new.  The vibe is amazing, the woodfired sauna is spacious,  the ice baths are loaded with ice at each session and the woodfired hot bath is so so relaxing.. || Absolutely love this place definitely worth a visit,  firstly the decor is second to none gives a real fun yet relaxing vibe, a real treat if you’re looking to unwind by yourself or chill with the lads. Secondly, it is exceptionally well kept, clean and maintained and so professional. Finally, the staff are exceptional, just a really nice bunch of people. I couldn’t recommend it more highly. || This is an amazing spot out the back of the best gym in the area.
If you're into your training and your recovery, you need to give this place a try. Piping hot woodfired sauna, 2 genuinely freezing cold ice baths and a hot bath like Shreks swamp.
The staff are lovely to deal with, always happy to help and always up for a laugh, and the cherry on top of it all is the good tunes they've always got playing in the background.
Highly recommended!! || My favourite place in Dublin for an oul recovery session.
Facilities are class, sauna is proper roasting. Friendliest and warmest welcome you'll get around. Gym facilities are unreal too boot. Kill 2 birds with one stone."
Sauna Tree,ChIJPYkGQwB1Z0gRmvvAKHH0PJA,"Bohernabreena, Dublin 24, D24 NN5V, Ireland",53.2456404,-6.3642556,http://www.saunatree.ie/,,5.0,7.0,"establishment, health, point_of_interest, spa",,"Had the best time here,
Sauna hit the spot, but the ice baths were my favorite.
Beautiful views, staff are so friendly and welcoming. Very reasonable priced
Can’t wait to book again || Great experience,
Beautiful scenery,
Top class service.
Definitely returning trip being organised.
Would recommend too a friend 💯 || Went there yesterday 8th Novemeber with some friends. Relaxing doesn't describe it well enough. Peace and quiet and totally beautiful experience. || Stopped by with a couple of friends on a Saturday afternoon. Very nice setup. Sauna has a great view. Nice sheltered area to chill out afterwards and good changing facilities. || "
Sandycove Sauna by the Sea,ChIJodV4WAAHZ0gRlhnF_6TCVM4,"17 Sandycove Point, Sandycove, Dublin, A96 Y165, Ireland",53.2885826,-6.1140781,http://sandycovesaunabythesea.ie/,,4.2,35.0,"establishment, health, point_of_interest, spa",,"Mixed review, the good points first:
Nice staff
Nice view
Easy access from city for a short day trip.

Not so good:
Heat is definitely not as hot as others i have used. However this may be part of it's unique style as a caravan vs purpose built sauna barrel etc.
Little on the expensive side for what it is.

So for newbies to sauna I would recommend but anyone looking for intense heat, try elsewhere. Nice visit for tourist to pass a few hours from city centre. || Wonderful little sauna i found the tempeture really good  even bwttee was the lovely lad who was full of knowledge and very welcoming...it seems people would rather complain about bottled water  than there experience     it aint state of the art but perfectl location right on the sea..absolute  pleasure   i suppose u cant please the public. Dnt let one or two bad remarks  put u off having a nice experience. try it for yoursel..the  competiors envy is real.. || Similar thoughts to another reviewer.
This feels like an absolute cash-grab. 20€ for an hour is well too expensive for what you get.

Major problems are:
1. The sauna itself:
- It is not well insulated.
- The door doesn't shut properly so there is a
cold draft coming in constantly.
- Single glazed window saps the heat out of the
sauna.
- Lack of cleanliness from the floor and the
boards you sit on.
- No thermometer.
- No double door/porch area so when someone
leaves the sauna all the heat is sucked out.
- Most saunas you can last max 15
minutes but here I spent the whole 1 hour
session in the sauna without needing a break.
It felt like a warm room with cold drafts rather
than a sauna.
2. Amenities:
- no showers,
- no toilets or sinks
- no lockers
- no changing rooms
- no taps to refill water
- no plunge pool. There is the sea which is
great but for 20 euro there should at least be
an in-house shower

Positives: small coffee shop in there and staff are nice.

Would not return. || This review is about sustainability only! ☺️

I was disappointed to see the sale of plastic bottled water on the premises. Especially a mere stone’s throw from the beach.

By 2050, there will be more plastic in the ocean than fish. Over 95% of the plastic that we create, use, and even intentionally recycle, does not actually get recycled. Instead, it ends up in landfills, incinerators, and in our waters. It then breaks down into micro plastics, which are having a profoundly negative effect on human health, let alone other species.

The ancient global (and local) tradition of sauna and sweat lodge has no place for plastics. In fact, it feels antithetical to the practice at large.

I wonder if instead you could at least sell aluminum, canned water, as aluminum can be infinitely recycled. But selling plastics to those who have come to enjoy a very place that is being degraded by plastics, feels misguided.

Thank you for considering how to run this sauna more sustainably. I had a wonderful time here, and the service was friendly. But surely there is a way to better align sauna philosophy and wisdom with sustainability efforts. Our earth can’t wait. || 5 stars to this amazing located Sauna. Friendly and helpful staff and literally just in front of Sandycove Beach and just a minute's walk from Forty Foot. Definitely, the installation can be renewed with time and move stuff around so the Sauna window could actually point out to the beach instead of the coffee shop. (Just a suggestion) The place has so much potential and I wish them the best of luck with its service."
D7Sauna,ChIJ89nYD_UPZ0gRZ4g2BJ5tC60,"Unit 2/3, Phibsborough, Dublin, D07 R52H, Ireland",53.36372189999999,-6.2709421,https://wunderbook.app/d7-sauna/,,4.4,16.0,"establishment, health, point_of_interest, spa",,"Lovely experience.  Clean, hot sauna. Nice to meet Josh and Jan. Even got my phone charged. || Can't rate this place highly enough. An oasis in the middle of Dublin with friendly staff, a great set up with plunge pools, cold showers and changing facilities that are always spotlessly clean. The memberships are at a great price, better than almost any other sauna I'm aware of in the city and occasionally there are even better offers available on the Sacred Sauna instagram. || What a place hidden Oasis in the middle of city amazing once you go inside you could be anywhere in the world no noise. Brilliant place for a bit of peace || Not a good experience. The online booking system is very poor and crashed continually when I was trying to book. Because of that I ended booking and paying twice for the same slot. Eventually we managed to contact the owners (not easy to track down) who gave us a voucher that was only valid for a very short period, when it wasn't possible for us to use it. When we asked for a line voucher they refused.  It's a pity they're not more customer oriented. The sauna itself is fun. || Really relaxing and peaceful experience at good value. Staff were very accommodating and welcoming throughout. Will definitely return!"
Urban Recovery,ChIJod6qGgBzZ0gRn8uLUFIt01A,"Verona, Grove Rd, Blanchardstown, Dublin, D15 WK79, Ireland",53.3894813,-6.3938586,https://www.urbanrecovery.ie/,087 108 2698,4.6,10.0,"establishment, health, point_of_interest, spa",,"By far the best sauna I’ve ever been to. From the moment you walk in, the friendly and welcoming staff make you feel comfortable and relaxed, and that feeling carries through the entire experience. The facilities are consistently clean, well maintained, and thoughtfully laid out, with plenty of space in the changing rooms so it never feels cramped or rushed. The saunas are always spotless and reliably hot, while the cold plunges are clearly a favorite constantly in use, refreshing, and kept impeccably clean. Having access to the hot tub and jacuzzi is an added bonus, with warm, clean water every time, making it easy to fully unwind. Everything about this place feels cared for and intentional, creating an atmosphere that keeps me coming back again and again. || ⭐⭐⭐⭐⭐
Urban Recovery Sauna is an absolute gem for anyone serious about recovery. I’m a big lover of spas and saunas, and this place is simply perfect.

If you like real heat that gets deep into your bones and helps your body properly recover after training, this is the place to go. I’ve been training here for a while, and finishing a session with the sauna has become a must for me.

It’s the best way to relax, reset, and prepare both physically and mentally for the next day. Top-quality experience every time. Highly recommended. || Urban Recovery Sauna offers a top-class wellness experience. From the moment you walk in, you feel calm and looked after. The sauna and cold therapy are incredibly refreshing and great for both physical recovery and mental reset. Everything is clean, modern, and thoughtfully set up. A must-visit for anyone serious about self-care and recovery! || I’ve been to all of them, and this is by far the best sauna and cold plunge spot in the area. The saunas are spacious, feature double doors and multi-level seating, and there are also two large hot tubs. The staff consistently clean and monitor the hot tubs, cold plunges, and saunas, which really shows. There’s also a large parking lot right in front, so parking is never an issue. || Good saunas and hot tub, but changing facilities are poor: no lockers, no hot shower, no toilet, nowhere to fill a water bottle and the plunge pools felt unclean. Not very pleasant.

Reply to owner response: The review was an honest reflection of our experience. The intention was to make other customers aware, as we would have appreciated this information before our visit.

The showers and toilet in the adjacent gym being open for use for sauna users - were absolutely not mentioned to us at sign‑in. We were told that one of the three cold plunges had been emptied that day; the other two were, unfortunately, not pleasant to use.

I also didn’t mention that two lads were using the facilities in their boxers. That may not bother some people, but it wasn’t pleasant for us.

As noted in my review, the saunas and hot tubs themselves are good. I appreciate you’re running a business and not all customers will care about the points I raised—but some will, which is why I felt the review was worth posting. It wasn’t intended to cause damage, just to inform.

Good luck with it."
SAY-Saunas,ChIJqaTjeTwHZ0gRTX3JW9jn9Fw,"27 Sandycove Road, Sandycove, Dublin, A96 KD53, Ireland",53.2858412,-6.1163054,https://www.saysaunas.com/,087 054 9888,4.3,29.0,"establishment, health, point_of_interest, spa",,"Your sauna worker Eric is absolutely excellent. I am a regular customer and every time Eric is working the place is spotless, floors are dry, the saunas are roaring hot, incense is burning (very important touch to me), all water buckets are filled and infused with oils. Give this man a raise. He really really knows what he’s doing. The energy he creates is immaculate. He makes me want to return for a session sooner. || Very nice place that wasn't busy for a Sunday! Good scheduling I guess. Place is well organized.

Water pressure in the shower is low which takes time to shower, also it's not a proper shower just a pipe that has many holes in it. It does the job but would have been perfect with proper showers. || This place is so overbooked. The 2 saunas were completely packed in the 30 mins out of the one hour we booked. I was standing outside cold just waiting the whole time. At least 5 people were waiting outside for spots in the sauna.

They also did not prepare the ice baths before the customers came, so there were no ice baths during our slot. They then used the shower taps to fill the tubs, which made it impossible to shower.

It's a great concept, but poorly executed. There are much better places somewhere else in Dublin || Quirky place... Had really good sauna s and cold plunge pool and sauna... little food cafes as well ...wine and beers. ..young chatty staff ..Eva was very helpful and informative. || What a vibe- love this place so much! The sauna is a constant 90'C which Is in the optimum range for all the incredible health benefits you read about. I never saw any benefits from the sauna in my old gym which i now realise is because it was only ever 50'C!! Well done Trevor & team, keep doing what you're doing 👏"
Tower Bay Beach,ChIJoXylj9gbZ0gRaUx4kxTiGzU,"Quay, Portrane, Co. Dublin, Ireland",53.4893118,-6.097783000000001,,,4.7,532.0,"establishment, point_of_interest",,"A lovely beach with stunning walks and sea views. Early in the morning is perfect for some nice photos and with little others about, it has great parking and is tidy and clean, cheers || Beautifull cliff and beach walk . Big enough parking space and definitely worth a visit.... || Love this place. The walks there are fabulous.  You can hear the waves and enjoy the sound of the sea the whole walk. || I only love it here.the walk from donabate beach to here is amazing.but once here just sit back and relax.of couse you don't have to do the long walk I do there is a car park here.as I said I love it. || Georgeos cliff walk,very nice small beach and perfect for dog walk"
Markievicz Leisure Centre,ChIJd_yg_48OZ0gRsH5wW2QE8Tk,"Luke St, Dublin 2, Ireland",53.34607399999999,-6.254294199999999,https://www.dublincity.ie/sports-and-healthy-living/find-sports-facilities-and-pitches-dublin/sports-and-fitness-centres/markievicz-sports-and-fitness-centre,(01) 222 6130,4.3,737.0,"establishment, gym, health, point_of_interest, spa",,"Really enjoyed my first visit today. Great to have a pool. Was greeted and made welcome by some very friendly and helpful staff members. Well done guys! || Gotta be honest, when I first came to this gym I found the old machines and stuff off putting, but I gotta admit, there is something charming about the place.

Still not crazy about unisex changing rooms with no dry floors. Can’t change my opinion on that. || €9.50 for gym & swim. Great value in the heart of Dublin City. The place was extremely dirty though & I have had an ear infection since. I regret going there and would never go back. || Lucky to even get 1 star , bad gym , no equipment,  cable machine broke mths , you pay fees for what ?? Spend extra 5euro a mth and join flyfit. This gym offers you noting unless you getting it for free. || Crowded gym. The pool is fine.  Needs more cleaning. Swimming Lesions are fantastic.  They are really good trainers who understand our fear and boost our confidence to swim."
TIGH’N ALLUIS - Irish Sweat House,ChIJrU1o-gKnZ0gRop7y3ZuizaE,"Adventure Park, Ballybetagh Rd, Glencullen, Co. Dublin, D18 Y673, Ireland",53.2271055,-6.2263072,https://tighnalluis.ie/,087 974 2195,5.0,115.0,"establishment, health, point_of_interest, spa",,"It has to be a 5 star review for these guys! Definitely the best in the business! I picked the most perfect of winters days with Pete & Karl delivering the most perfect of experiences. Love your work lads. I’ll be back 🔜 || Amazing experience. So therapeutic! Loved the barrel sauna and the yurt! Highly recommend trying out both & going for a dip in the lake / ice buckets afterwards. The lads are really sound and made the experience very comfortable and enjoyable! Will definitely be coming back soon || Fantastic experience. After half a day of riding bikes at the GAP we popped into the barrel sauna to recover and relax. The setup is brilliant, views from the location are splendid and the staff are extremely helpful and friendly. Cold plunge in the lake is a must! We will be back. || I booked TIGH’N ALLUIS Irish Sweat House for my birthday and I can honestly say it was one of the most incredible experiences I have ever had in Ireland.

Nestled in the foothills of the Dublin Mountains the setting alone is breathtaking. The views are insane the kind that make you stop breathe and feel unbelievably lucky to be exactly where you are. It felt remote peaceful and deeply restorative yet still so accessible.

The service was genuinely on par with a five star resort. Every detail was thoughtfully considered every interaction warm professional and welcoming without ever feeling forced. You are made to feel completely looked after from the moment you arrive in a way that feels personal rather than transactional.

And the cleanliness wow. Immaculate does not even begin to cover it. Every space was spotless serene and clearly cared for with pride. If I could shout one thing from the top of the mountains surrounding this place it would be how impeccably clean and beautifully maintained it is.

TIGH’N ALLUIS is not just a sweat house it is an experience. A perfect blend of nature luxury calm and care. Booking this for my birthday was the best decision I could have made and I will be recommending it to absolutely everyone. A true hidden gem in the Dublin Mountains 🌿✨ || The sauna at Tigh an Alluis is a thoroughly enjoyable experience. The wood fired barrel sauna is always spotlessly clean and you can choose a quick dip in a barrel ice bath or in the lake the sauna overlooks - both as refreshing as you can imagine! The owners Karl and Pete are a wealth of knowledge and are so helpful from start to finish. It won't be long before I'm back again,  it's my favourite spot in Dublin."
Align Wellness,ChIJlfms8eENZ0gR0zk75kLoufQ,"Unit 1, Elmville, Harold's Cross, Dublin 6, D6W EH77, Ireland",53.3192678,-6.2790117,https://alignwellness.ie/,085 112 0912,4.9,57.0,"establishment, health, point_of_interest",,"Tried out this lovely sauna and ice bath for the first time today and was really impressed. The space itself is gorgeous and it was a very calm, relaxed atmosphere. Seafra made the experience so enjoyable with his upbeat, positive and friendly demeanor. He regularly topped up the sauna with different scents and made it such an immersive experience. Going between the ice baths and the sauna was incredible. I had a wonderful time and will definitely be back again very soon! || Very nice sauna facility, relaxed atmosphere, not overcrowded. Super clean and spacious. Tea on arrival is an extra touch to add to experience and the essential oil change every 15 minutes was amazing. The lady working there was absolutely lovely and nice to deal with. Will definitely return and recommend to friends. || Had a lovely experience last week doing the 1 hour sauna and ice bath session at Align Wellness. From the moment we arrived, Ayeesha was very friendly providing us with hot tea & information about the sauna and ice baths. The venue is very clean and calming and I will definitely go back when travelling back to Dublin again for a visit. || This sauna delivers a near-perfect, impeccably clean, and well-kept experience that’s easily 5-star worthy in facilities and service. Will definitely come back. Hot tea greets you on arrival for a warm welcome, and the oil infusions in the sauna create a luxurious, aromatic highlight. The attendant stands out as amazing.

Dropping to 4 stars because there’s no clear signage or reservation notes enforcing silence or minimal voices - crucial for true relaxation, disconnection and recharging in a sauna. It’s often ruined by pairs of gals besties gossiping loudly like it’s Sunday brunch, filling the space with chatter for the entire hour and it had me leaving with a headache. Signs stating “keep silence” or low volume would help with guest behaviour without blaming the business. || Align is like nowhere I've been before. The whole experience of the guided sauna session with Katie was absolutely magical. Every little detail is thought of, from the cup of tea to the lighting in the sauna, the essential oils, the ice. The facilities are just incredible. I will definitely be back!"
