name,place_id,address,city,county,category,lat,lng,website,phone,rating,reviews_count,photo_ref,heat_source,cold_plunge,outdoor,private_rooms,business_status,types,summary,reviews_text,fetched_at
The Swilly Sauna,ChIJdXGCjcP7X0gRMCg6YfP7dtw,"Main Beach Carpark, Rathmullan, Co. Donegal, Ireland",Rathmullan,Donegal,Leisure & Fitness,55.0954503,-7.531413700000001,https://www.instagram.com/theswillysauna/,085 116 7001,5.0,44.0,ATCDNfXNWaUjquQtDZTB--Enyao_-25Y_ZOW6PKQ2VuXiJULfgrWgVW_ZynrX9g71XA9Uu4vW7QQaOnAGarll9O6hg9MRsM7RtHNi1v0J5Vkwj92b6i21RcJEgbzSDPheNxRk7LCADQH6eEK5wnPb6Qagi0XZcNyNivhRrwBRc8MtAVSXeId6MFlm8sFgdTKhwI5_cfD1SCimjE4HC5K0Bw5kcXeIXvQ4cK8YGzDP68AE5byasP1c54RACd2S5amA9DYU3iUEgSiv7YH2TyJ0c-_KbVqpHLalaDnZDEJs66Tp0lzTQ,,False,False,False,OPERATIONAL,"establishment, health, point_of_interest, spa",,"So relaxing and refreshing! The sauna is so clean and positioned perfectly on the beach with a stunning view of the sea. Ricky and Anna were so lovely too! || Visited the Swilly Sauna last weekend and it was amazing!! Rathmullan beach is the perfect place for a sea swim and a sauna session, definitely worth a try || Fantastic experience - what a brilliant idea. The sauna is clean and has a wonderful view out to the Swilly - you are provided with lovely oils to use if you want and the whole experience is invigorating and fun. Ricky was very welcoming and I cannot wait to use it again. Very highly recommended! || Ricky was the greatest host. Chatty, friendly and helpful. The sauna was heaven. Clean, hot with a wonderful view. The tide was out (would be better if not) so we were getting a workout also to get to the water but it was still a wonderful experience. Thanks Ricky! Fiona and friends 💚 || Easy to book through Facebook. We do this every time we are in Donegal. Ricky took good care of us. The sauna is excellent and we, a group of four, alternated sauna and sea swims. I would highly recommend, even on a very wet day.",2026-02-14T09:42:39.234726
The Barrel Sauna Tallaght,ChIJw4TN8-QLZ0gR50r81ExFA-Q,"Unit GB1, Sitecast Industrial Estate, Greenhills Rd, Tymon North, Dublin 24, Ireland",Tymon North,Dublin,Dedicated Sauna,53.295418,-6.3484563,https://www.thebarrelsauna.ie/,086 201 7720,5.0,44.0,ATCDNfUUe-EtRJ2ALa2glwhRd_0FJMVYAUd2ydN-82rMGdCBufUDLIRsGHSrgUnYaXqOTyBQZFGFMfklCp_GVFi0x2Lp1epF3AvqBaIFPoa9CSo1E_hrm3AMeyNNOrzNfaUwmJkROJbbyz21b5M10uXEmBSfVxnTEjbj81UHfWN4VX8U7N0ZkwdfdjzVenU4L0tv6OH1bd0jrZbcjniM0j5eXYw3JaG7a_Ez0ouuJKrkLYOUVu1dF6MiqAPfeG-HpJWbnkxKZSK0H8Kr9sb58z6k5rQ2OYBMbR3wJNfZIVyVpuWvOA,,True,False,False,OPERATIONAL,"establishment, point_of_interest, spa",,"Good facilities with two saunas, six cold plunges, cold showers, a cold tap, lockers (broken) and ample changing facilities. However our sauna was only around 75 degrees, and it wasn't that busy. A regular who had the same booking commented that it is usually hotter. It was also slightly messy on the day with logs, wrappers and a saw on display. A nice experience though and I left feeling refreshed - good value at €15 and it does not feel like they were watching the clock. || Great set up, plenty of Changing rooms, 6 plunge pools, sauna was nice and hot, lots of parking. Everything you need for a nice recharge and refresh! Paul was so accommodating and helpful, would go back again. One of the best Ive been too! Brilliant job by the people at The Barrel Sauna 🙏🏻 || Tallaght Barrel Sauna is absolutely brilliant, the hottest sauna around paired with the coldest cold plunge. The contrast is unreal and leaves you feeling refreshed and recharged. Love it here every time. || Loved the sauna session in Barrel Sauna Tallaght. Great set up with two huge saunas and the coldest plunge pools I’ve ever been in. Very nice changing space and lockers. I will definitely book back in. || Brilliant experience start to finish. Went up with Stedfast United after our game and was perfect for a post match recovery. Looked after from start to finish. Will definitely be back soon!",2026-02-14T09:42:49.244262
Heron Sauna,ChIJCf8AYWSzQkgR40SdhaiTQ3M,"The Quay, St. Mullin's, St Mullin's, Co. Carlow, Ireland",Carlow,Carlow,Leisure & Fitness,52.4877458,-6.929182099999999,http://www.heronsauna.com/,,5.0,41.0,ATCDNfW6kXhydOgZRtoBve0GswKBTerUaKOW60hMr0XPZfZspBnZdntim7ekWlt6E4o7gxDcTdf5KGstx7_8kaP9SHusLJmG4VLFJh-Pm96XLdzYDBduYaP04CHtxYD0_BH_rLNiEO7fkEJ6psY0qlztD7H85aBsYD97nUiiAx7c-HxrvW52xwHUEiZHTw8UR6GjGvhD-4l8qqtX5SuqLY8S7SVCcavAzaVwBgTSYhpdN-2y7V9Am-cFujqlulPcf2eUZPHcP-1QxLbVpg5QGEEMxc8P1elq4R7LN9Xy0BtBI1OR8w,Wood,True,False,False,OPERATIONAL,"establishment, health, point_of_interest",,"Had a great experience at Heron Sauna. Everything was clean, well-maintained, and thoughtfully organized. The atmosphere was relaxing, the temperature settings were perfect, and the staff were very friendly and welcoming. I left feeling refreshed and fully satisfied. Highly recommend this place for anyone looking to unwind and enjoy quality sauna time. || We absolutely loved our visit to Heron Sauna in St Mullins. The riverside setting on the calm Barrow is just perfect..stepping from the heat of the wood-fired sauna into the refreshing cold plunge felt incredible. Everything was so well thought out, from the cosy changing spaces to the relaxed atmosphere. Finishing up with a coffee by the river made the whole experience feel complete. Such a peaceful, restorative way to spend our Sunday morning...we’ll definitely be back! || An easy 5 star rating

Lovely location, excellent service, great setup.
Sauna is located close to the cafe, it’s very close to the river.

You can cold plunge beside the sauna or in the river

I can’t wait to return already. || I had a wonderful experience at Heron Sauna. We had an magical evening session as part of a Sleep Lab with Mulvarra house.
Fairy lights, fantastic scenery and clean, well kept facilities. There is a little coffee shop onsite too if you fancy a hot/cold drink afterwards. Felt amazing after a few dips in the plunge pool. Thanks so much to Lauren too who was super friendly. Will definitely be back! || Absolutely gorgeous spot for a sauna looking out over the Barrow River In St Mullin's and with a fabulous cafe right next door. Everything is spotless and plenty of changing rooms, plus a nice plunge pool and cold shower. And a very safe spot to swim in the river just opposite the sauna. Perfect sauna experience!",2026-02-14T09:41:42.319825
The Boat Yard Sauna,ChIJp2l3mKuxZ0gRqZi1-LYxLyo,"Wicklow Harbour, Corporation Murragh, Wicklow, Ireland",Wicklow,Carlow,Dedicated Sauna,52.98137149999999,-6.0379438,https://linktr.ee/theboatyardsauna,087 718 4176,5.0,40.0,ATCDNfWtoamCuYuHf_scsxP05ROO-wGTl8izcZkDlB58PXDeNCzs9asPxFJkL6aQyormBXeahYlFlHlDW5Elus3bVrAF8bYgSDDGwNomKYURUBKp8e-HChdH-aeaF_I-6gXnVgRVKC2z9cQYriTe4NCNLKFGe4VZ6JUOaRVtuPmqfh5rXOOGnunL8w0wYGePxC4B2GCBGOFteerGwiEo9uFbK_lbjlQidE8tKnndxqsJ6ZGDLJ36wI-Bh4jkLS1UOAER6Z7ylj3teT7p5TGqMMPhSueKgmNgTvD_5DwPBu-jAHE25fVjulherH0jXB97whIUB6zWuG-tpHaMw9Pt4xd5oKfNoq6uJ8j9Uj-wByptqAQzSipVPGuxT2bDZ7O63fudww1VrY2pNgIwZ8kA4kCO06kwK1c78anVrgOz39N0T4Y,,False,False,True,OPERATIONAL,"establishment, point_of_interest, spa",,"My Weekly Reset – Absolute Gem by the Sea
The Boat Yard Sauna is hands down one of my favourite places. I go at least once a week and honestly, I’d go more if I could. The moment you step in, everything slows down. Sitting in the heat, looking out at the sea - it’s pure magic. That view alone is worth it.

The atmosphere is always calm and welcoming. The team are great, friendly, easygoing, and they clearly care about keeping the place clean and running well. It’s spotless every time.

What I really love is the people you meet. There’s something about sitting in a sauna, dripping sweat, that strips away pretense. Everyone’s just there to relax, unwind, and reset. It’s peaceful, grounding, and oddly social in the best way.

If you’re thinking about it - just go. You won’t regret it. || Such a lovely experience at the Boat Yard this evening. The facilities are top notch and the place is spotless. The sauna was the perfect temperature and the essence was lovely. We were very well looked after by a girl called Izzy :) || Warm welcome and introduction to the boat yard sauna from Callum. Loved the private sauna, changing areas and showers. The place was so clean and colourful with all the plants and scrubs. Like a spa experience. Sea access was easy too. Truthfully my best ever experience of sauna and sea. || This is one of the best places I have been for a sauna .

Magnificent views of the sea where it’s a short stroll for a dip

Table and bench to sit down and have a coffee before or after the sauna .

They have two showers 🚿 two ice cold fresh running water . Drinking filtered water .
A dry area to hang your dry robe.

Sauna hats are provided  to protect your hair .

Dave who own the business is very friendly and helpful. His sister is extremely friendly and welcoming.

I would highly recommend to try out this sauna experience.

If you buy 10 you get one free 😁 || Unbelievable experience! The team down there really know their stuff and both saunas are spotless. I’ve been to different saunas around the Dublin/Wicklow area, but the boat yard stands on its own with regard to overall experience!",2026-02-14T09:41:46.101735
West Coast Sauna Co - Enniscrone.,ChIJL0grE8ExWUgRBs7DJpTZpFU,"Cliff Rd, Carrowhubbuck South, Enniscrone, Co. Sligo, Ireland",Ennis,Galway,Leisure & Fitness,54.2198429,-9.095829,https://wunderbook.link/WCSEnnisc,083 363 5074,5.0,38.0,ATCDNfWfxHZuUpUNx6vGM8_L7FFC3Fgve6xvQmAscYsUBf1lxc2tMxs7gDVGGrvikOzIKLh0ovYWaKqgrZnhIoZ4ltpKo5jCtWNTcgOuKXCiUaRMl_5pY3HozDufTTSiMWT-jCP1pu0eFmTcmJJBaKP_bAk7XTR0CYZfDLvxlBDV7Kjt3jd6lp1pWlTppfbHxdXhtgZ2TFMNesBkPUJ--tVb_XKOU3PN0NDUcYY1bNA66gRQK__8DSDAQ3i-0ia8wCGiu4dWN6aFDNqu9ApFUVokHlo1zX5owvgT4ceZJpVtoOWfmw,,False,False,False,OPERATIONAL,"establishment, health, point_of_interest, spa",,"What a lovely evening we just spent in the sauna! It’s rare enough to get a sauna for a full hour, and I usually find the 45-50 minute sessions too short, so this was perfect. It’s so easy to book online, the access to the sea is great even at low tide, and the proprietor Richard is lovely! Well worth a visit. || Exceptional little spot! Amazing views, lovely sauna and great vibe in the area. You can dash down to the sea too if you want to cool off. Really easy to book via the website. ENJOY! || Bliss! Ive been to this sauna first thing in the morning and at sunset as well as times in between... its such a treat and always worth the drive (50 mins from our home)..

The location is amazing and the views out to sea are just fab... we often meet very cool people, have great conversations and finish with a dip in the sea and a coffee from one of the adjacent coffee vans... good for the soul! || Gorgeous spot, the sauna is immaculate with stunning views. Great set-up with changing area and public showers nearby, very friendly and helpful staff. So nice to dip in the sea, very tranquil. || This sauna is simply bliss. The location is stunning with a convenient, gradual and easy entrance point into the ocean right beside it. No rocks, no obstacles, no excuses, just get in! I do no exaggerate when I say there is a majestic view from the picture window. Breath it in, relax and be well.",2026-02-14T09:43:21.432974
Anam Sauna,ChIJ4Z3VruaDXUgRRSJVqsWlt_8,"Rathangan Industrial Estate, Rathangan Demesne, Rathangan, Co. Kildare, R51 P274, Ireland",Co. Kildare,Kildare,Leisure & Fitness,53.2180079,-6.9959086,https://anam-sauna.ie/,087 433 9062,5.0,38.0,ATCDNfWMtsq_r6RK4rAkbUuSQVpaXZ6dSC8MSt67d453_XVSq6-Y8kDGKnwpS8R6IM-iJOaYxgeLKP1g8Rv9WmgbHBeTWy91cjC_kEuZh7d4asIpN7swl195oypAGpOsNW_A6UMwbDhlV_K2mkRw8Hbx52oKZ6PylEQDOIARauA3kgSZK_tNtNEjjM_YmOGXEgT9lfKRJ85tsJkPKPkx08XSjpUti4_BPAxBev9EuMKBSnw59gWcnAI4dE2Ks8qaEaN00dYliPUZ4c61tcxT4A_Joyv5mj33IxAepiGB7o8zRSmF0g,,True,False,False,OPERATIONAL,"establishment, health, point_of_interest",,"Went to Anam for the first time, not sure what to expect. Must say it’s fantastic. Clean, friendly and great facilities. I have been in saunas before but never with cold plunges, which I managed twice. Felt absolutely great leaving. It’s local to me and I will defo try and make it a regular activity. Highly recommend. || Great place for relaxation and recovery. Saunas, ice baths and jacuzzi all really well kept and clean. Beautiful setting under the trees. Lovely welcoming staff and great value too. Highly recommended || Had such an amazing time at anam sauna! So relaxing and amazing staff! Soo fab can’t wait to go back✨💛 || savage savage bacon and cabbage get yerself to this place...on my doorstep well 2 mins up the road..  brilliant to have this in the town  really enjoyable and relaxing.... saunas are excellent so is the hot tub... ice baths could do with being a little cooler staff are sound too best of luck to emmet and brendan with it..... Blue || Had a fabulous experience at Anam Sauna with a few friends. Clean and beautifully landscaped and even though it's on the edge of town, the tall overhanging trees make you feel your in the heart of the countryside. Looking forward to a return already.",2026-02-14T09:43:41.514312
Axe Club Glendalough (Sauna and Axe Throwing),ChIJu7lXKJa9Z0gRIH_ZAE7wfNU,"Axe Club, Brockagh, Glendalough, Co. Wicklow, A67 K3K6, Ireland",Wicklow,Wicklow,Leisure & Fitness,52.9999166,-6.2971812,https://www.axeclub.ie/,(01) 517 0199,5.0,38.0,ATCDNfWYPUzyKRD6V9aETw7xxAGrKAxflyS3CpR9vP5WsdZ1wDRkZJxsH8BtdyCKiQAi0T4vQLc0WjQK_6j-GhAsBX_yf3MZ7ta28jMhgdA9nSGGKrix8SRNqUDQm2h3TwX0UYFqopS1l2BPjuv3-_06qHUx0mPhUtZFaaeR04skOGkGCWQSr_HZsJoPWtIKKUduaXLy-NWpRU-u5Nl4ins4cjTLkPwjbGYQFQiQHHafdYbhl4zLkvq4ZHcvnyb6Nrb8bjGGxdil0_jqqoriy-64V1dzVEsdAaIVnMsBl4MhLTfyxQ,,True,True,False,OPERATIONAL,"establishment, health, point_of_interest, spa",,Great craic and Nick was a great instructor! Laid back atmosphere and a lovely outdoor location 🪓 || My self & my husband had a lovely day on Saturday in the Sauna in Glendalough.  Matt is so friendly and made us feel very welcome.  There was no time pressure and it was so relaxing.  The plunge in the river was a new experience an it was so refreshing.  I would highly recommend it.  Thanks Matt || Had an amazing day here for my friends birthday. We did axe throwing and a sauna session and we will definitely be back again as it was so fun and so well organised! || One of the best quality saunas I’ve used. The owner was a gent and offered us fruit and refreshments free of charge. River beside sauna is ideal for cold plunge. || Just had a fantastic day throwing axes with Axe Club. Highly recommend a trip to this place. We will try get back and do the hot pod and river dip soon. Thanks again all.,2026-02-14T09:46:14.540833
Woodfield sauna,ChIJjaxUGdNpXUgR04F60Y6chlo,"highfield house, strand road, Ballickmoyler, Carlow, Co. Laois, R93 E6F4, Ireland",Carlow,Carlow,Leisure & Fitness,52.86562319999999,-7.0256761,https://woodfieldsauna.com/,083 861 6882,5.0,37.0,ATCDNfVoES0BrVxGDUBASUpapSUTe12ixH2DL9X7DiEbk8VsWCrhIChJqxOqa6u1PwFyzJzyEJWG9vbJOCu2wc2S5lT96sFB2xL8i3MoewXat9PygVVIWqrsayuHiIRvWt6by_6LIj5PibGrCm-tGmcUghqqntULf5uZxJRg7KL2lWfPMBtUOLpsiGUTIz8n1XINVE6dqhco4LtLveevwNxAXihGY_GiTlTTnrX2TpeiVOvMEyOyupk-Bgh-IjFvtHXRnXDvEj4KSdQ1txabMUFqr3TbC7aLv02JDSxYPWVx5JvbGq5qoUW0d0QGMnbW5NMIq8FfN0YSWzeeBo6lFDn4MQDZc2pph1mmdPrA9wlsqlfwRPIF2ly4iAn6JzqKhmVdkbUB2B6fCsYMWskwGRwmgSNIwSKMz1E5k0TJSZBekizxDk0,Wood,True,False,False,OPERATIONAL,"establishment, health, point_of_interest, spa",,"This is a little gem sauna setup. Set in an abundant woodland area with a stream for cold plunge contrast, which makes it a truly unique experience. Fionn met me as I arrived and explained the lay of the land. The sauna wood fire was kept to a high temperature, very clean and comfortable. Give yourself 15 minutes from your car to the dressing room and back and don’t be in a rush. Looking forward to seeing this business develop with breathwork & yoga retreat offerings in the future. An opportunity to complete immerse yourself in nature. Highly recommend. || The experience offered @ Woodfield Sauna is second to none. The host is very friendly, professional, a sign of things to come when you arrive @ the sauna. Return customer for sure ✨ || I was here last week and loved it. The place is beautiful. The whole experience felt relaxing, I especially loved the river dip/plunge. Sauna was spotless and a great temp. Very scenic location. All in all 10/10 || A fantastic gem of a sauna set in lovely natural woodland - its wood-fired, with a lovely little stream option as a cold plunge. Very relaxing experience and a,reset for body and mind😁 || One of the most relaxing blissful afternoons I’ve had. Set by a beautiful stream in a lovely wooded area of co Laois. Really lovely experience.",2026-02-14T09:41:42.226009
The Spring Saunas,ChIJsUYwsVp1Z0gRz0QjEV-ebXc,"Coolmine, Saggart, Co. Dublin, D24 N282, Ireland",Co. Dublin,Dublin,Leisure & Fitness,53.2702258,-6.4678217,https://thespringsaunas.ie/,,5.0,36.0,ATCDNfU8x9R4ofPSiO2GFHc_xH5_kl2VJiLfk0xc7_y2hWvYcq4V-7CE3nozV8YFfc9yz40n_z2U1expOVb2k8dqTmt2OSaFhhHk3LS9Yw17KEVAshUYZgUJZb8PDG1QrpgH5mgGtIYMDWvup8Gb0NKuYuL3Onw3SViwlUKeufsnmfwJztgJY6BIpPdTDeZzMGKSrOwk9zklu5bGExkda0lSKjsTx13N17By21YtD10iTbv0Jc6-jFWdSR7MWdZ7DJpbzaNKj2uYDDvKiB-Ejag_fpug7xxh19gxAGAUqwsiKb9F9w,,True,True,False,OPERATIONAL,"establishment, health, point_of_interest, spa",,"Amazing place!! Sauna is great!! Jack is very welcoming person!! Thank you so much!! Will back very soon!! || I absolutely loved my stay! The staff were friendly and professional, and the service was outstanding. The outdoor sauna surrounded by nature was a dream — peaceful, clean, and beautifully designed. I left feeling completely relaxed and refreshed. Highly recommend!😊 || Im delighted that I decided  to try spring saunas. The place itself is amazing  and it feels like such a break away from everyday  life.  The lads working there are very helpful and really help you get the most from  your visit. || Had a lovely evening here facilities are great the natural pool is fantastic will 100% be back great to have a sauna in saggart finally || What a find!! Beautiful spot tucked away up the hills with amazing views of Dublin. The guys are all very chilled, enthusiastic and great fun. Sauna is absolutely spot on and fresh spring water is the perfect cold plunge. Will definitely be back.",2026-02-14T09:42:53.779439
Brandon Bay Sauna,ChIJV9J4fAOtWkgR6PzLRm8tJ6M,"Fahamore Maharees, Fahamore, Castlegregory, Co. Kerry, V92 A3Y6, Ireland",Co. Kerry,Kerry,Leisure & Fitness,52.3031562,-10.0410161,https://www.brandonbaysauna.com/,,5.0,36.0,ATCDNfV8PEmcUG6H9ZaG6mAx_FJ8H31kGluXHExpaJJDkoZtSkWg62H4ZHdlztnKvgo4fgyOs4VBQ5zItpKY4m9kmB4IMK0O2rjnrOo9xqMV1r6-eBLWErlit7MSNKTwTV4fYFHWUtchsN7vQLUGQYyry7e0pdj0m2_QruEW8NT-4vxweJgeeSKxSh4qaAh_ZyxAQ-80OKe1ASd_X0ML981TQyJNcOK1oajNHHXUfbaCib7UdKtwG5v7RwW6t9-irh4_5-hrDABh-NZtSk_SGYjZXykGHO5Wk_AnnnV7o-DW5i5drg,Wood,True,True,False,OPERATIONAL,"establishment, health, point_of_interest, spa",,"One of the top spots to enjoy a first class outdoor sauna with epic view ,direct ocean access and dip,  cold plunge , shower.  And even inside you can see trough a big panorama window on Brandon bay || Great little sauna with an amazing view || This place is class, at the end of beach even on a busy August day it feels so calm down there with amazing views and access to the sea to cool down. Be sure to check tides as a Low tide makes access impossible. Amazing food & coffee truck beside the place too for afterwards. Not suitable for big groups as a small sauna but perfect for 4 people aprx! Kind and friendly host again for the views this place is great! || Wood burning sauna with easy access to the ocean and a nice pub across the street for a post sauna beer. Great spot! Thank you Ben! || My first beach sauna, very relaxed and enjoyable vibe, great value, sea was fabulous, am coming back  especially for winter. Thanks to Fiona running the place",2026-02-14T09:43:34.844520
"Coastal Roast Sauna and cafe, Garrettstown beach, Kinsale, Co Cork",ChIJdZfJnnZhREgRo2RQKLFRv3M,"Garrettstown, Kinsale, Co. Cork, Ireland",Kinsale,Cork,Leisure & Fitness,51.64357529999999,-8.5775604,http://www.coastalroast.net/,085 732 0525,5.0,35.0,ATCDNfVtMaVkkHxAp4Zv7PN81MIzHGdiYSuzYp4XF0pjY-Y3E2MD7ac_ew7MrxNFmTUwIi7klUs1_gVqVDLqCCuUX88nj3E2adzx9cuRipaD2KdM0UXvsE6Up1XvxahX39R5DmZLu-Nt7Uzm8B0QeGxISYxPZleXXMidQ0395MVWoaqRGDQbjTNJQSiBnBjiz3Bw3NMGnVyx2NfnV6Y_8l6xLmyvK46-jOcIdEwlcwxInJl8DLgCyVhfziRRNAhdJ8cLfeHJfr3bJMc_3WiA-p_nb5o2vBoweFSlB6L5Y49NBZR9-A,,True,True,False,OPERATIONAL,"establishment, health, point_of_interest, spa",,"Been a few times to the ice baths and sauna and it is 10/10! The sauna has stunning views out over the beach, perfect setting to chill out with relaxing music and all being played inside the sauna! It’s the perfect set up. 100% will continue to call down regularly and recommend to friends ! || This is an absolute gem of a place, clean, well organised and the lady who greeted us was so friendly and kind. The views and facilities are amazing, was so fortunate a lovely group invited me for a sea swim which was stunning. || Unreal experience, from Chilling in the Sauna looking out to the ocean and hopping into the ice baths. Showers a great addition !!! tasty hotdog and coffee to finish it off.
Will definitely return again👌🏻 || This is one of my favourite places to go on the weekend. Positioned perfectly beside the beach, you have breathtaking views of the Atlantic Ocean while you relax in the sauna or dare to plunge in the outside ice baths! It’s clean and well organised with showers available for use as well.

The service is 10/10 every time and you even have the option for a light snack or coffee, What more could you ask for!
I’d highly recommend giving this a go :) || Great setup. Beautiful view while sitting in the sauna. We will definitely be back",2026-02-14T09:42:26.437412
The Evergreen sauna,ChIJTd0ig31jXUgR9PhE6R1gLSs,"Crookstown Upper, Crookstown, Co. Kildare, R14 YK44, Ireland",Co. Kildare,Kildare,Leisure & Fitness,53.01671839999999,-6.8131721,https://www.theevergreensauna.com/,083 129 4133,5.0,34.0,ATCDNfUXeqlrbKvISIDYaI4oOdv9yh982QljO3DnQfieJ22HygutV4uK-ikxGTMRZHUw9D3Vd_aib3C0mlaXOJ8ggdbOcvvcsWPJjTchrClKEWnRuwelvYbJwjevFDGRmifgNh0VhAqqKCH3p23a5XsDNjLXPyK898nv0FdJ-BO0B5ySJPl5Qcgng5WyTFcrnwuadNhwCs08t81wuBeKtud70NlXgOJB2no9KJ2OMsu81-G2yshu8RPj8TPUg_2yIOFpQvQV0ZEd5W0tpagNl-umgOLRclfYQHh2_vQJLagG7URHyA,,True,False,False,OPERATIONAL,"establishment, health, point_of_interest",,"Gorgeous evening at the Evergreen sauna. ice baths  and sauna itself were super clean and the sauna  holds the heat very well and doesn’t dip significantly with the door being opened, stayed between 90-95 degrees.Ice baths were at a brisk 7degrees. Great area to store belongings and get changed comfortably. Lemon water and glasses provided, along with some essentials oils to enhance your sauna experience. Little touches felt warm and personalised. Will definitely be back and would recommend 100%! Thank you Alex! || I had the most enjoyable time in the sauna. The sauna is kept in perfect condition with oils and relaxation tools available. The ice bath was a  tough experience in the best way. Clean, refreshing  and deeply invigorating. So good i went back the day after for a second session. Looking forward to the next visit || Really great set up here. Sauna is so relaxing, with the oils provided really adding to the experience. Ice baths are perfect. Body feels amazing afterwards and would highly recommend. || Had a very enjoyable experience. The ice baths are so refreshing and the sauna is the perfect temperature. The place is absolutely spotless. Will definitely be coming back again. Highly recommend || Travelled from cork for this sauna as I haven’t had one that was just right in a while. Was well worth the drive, would recommend. The sauna and ice bath is kept in pristine condition, having the ice bath available is a must need for any sauna to cool you down from the heat. Felt great afterwards and will definitely be back.",2026-02-14T09:43:41.674923
Sauna Heaven,ChIJ7dJHt-JxZ0gRvpD1eICWYj4,"The Village Store, Main St, upper, Newcastle, Co. Dublin, D22 XV50, Ireland",Co. Dublin,Dublin,Leisure & Fitness,53.300042,-6.5035111,https://www.instagram.com/saunaheaven?igsh=MXA3ZW10Z2N1aGlpdA==,085 808 1838,5.0,32.0,ATCDNfX2IM1Fo_H6GwmzxRXp78XkJoBXsf25jAfoZg1WBEQmdOy0zNvZGjiJ__8FVQVibX21BmadO9aJsz9FZR_vCrJV_Nuz5p1YVZ5sweOUFftCi8YgLB7v4e-1et7h6GvGznd0DTkpVOaBwvNbcN5rq4_yTGcpL88txb5SmSembGJdrPJQIuT6NauL3KR2_tYw-Mrt-HBIiiT1W8adygcDEqiOr5s6XDd0tqKcJfFPiBR5E62Af0UAjCtbvgb78JwKIFEQFMwBa-YX4dLVyN-jX1R6s4GX4MYk46Ab43sBR906kg,,False,False,False,OPERATIONAL,"establishment, health, point_of_interest, spa",,Great experience. Ive been a few times now. Staff are very helpful. || Fantastic experience! Great place and highly recommend. || Lovely experience I will recommend to my friends || Fantastic experience well worth it || What a place! Staff are lovely. Was a great experience. Will definitely be back again.,2026-02-14T09:42:49.153520
The Sweaty Sanctuary Sauna,ChIJa8GlfNJ_Q0gRLu5dfg_Fzcc,"Inch Beach East, Cork, Ireland",Inch Beach East,Cork,Leisure & Fitness,51.79515139999999,-8.1799682,https://thesweatysanctuarysauna.as.me/,089 489 0790,5.0,31.0,ATCDNfUo9dchxgKrtjtZlKUP_aTaH5lt9cb0fUZQiCa2hOKuXj6Kjiup2bGaAgbPp4GhWJHJCmjeME9q0jCf58MPz7rKxhoTyZqLJ2YMmDh7pwvAKwkog7W4vXD_wmLulHLZzVP3DZ27W-ClnkhnVHqQFsuSld3I0pLXDxJzn6BS5vjkooLASZ55coh05qVcoaTMS4S1lpPxP6HPo0-d5cyplhpkt3wdswUhvUADZUWxog0bZyw-xWGppojsIus7OgIsYcLw2HwMIwlSOEnCV-3dbroWOQlVoGOmsNmHOsAbmsXsuA,,False,False,False,OPERATIONAL,"establishment, health, point_of_interest, spa",,"Love visiting the sauna. It has a great online booking system and they are always there to greet you.
Love the new addition of the little benches to the side to chill out before or after! || Immaculate and really friendly owner. Keeps a fire pit constantly being stoked up beside the Sauna to sit by and all customers are well looked after. Great view of Inch beach. Highly recommend. || Amazing treat, so invigorating and relaxing in equal measure. Was a treat while visiting my friend, though we enjoyedit so much, booked again for next day! Thank you for a fab experience in a gorgeous location 😊 || I have been a regular in the Sweaty Sanctuary since last October. Even through the winter months when the air was 2 degrees and the sea was 9. It is a wonderfully invigorating experience and a morning session sets the tone for the whole day. I was happy to see the extended opening hours in the summer. || thesweatysanctuarysauna is part of my normal weekend ritual. Paddy and Abby are welcoming for newcomers and locals alike. There is a lovely community gathering around inch beach as a result of the sauna. I love the chats and I love the silence. I love the sea and the sauna. It is a great experience for those who have never been before and every time I go. Have huge gratitude to Paddy for making the sauna a constant in my life.

I took this photo of inch as I was leaving on Friday evening, and found this poem on the website formerly known as twitter. It was written by the daughter of @ThomasWPenny whose teacher is @CalebParkin. I am including here for those that have no answers, you may find them in the sweaty sanctuary sauna.",2026-02-14T09:42:22.267189
